time_sec,mean,std,rms,peak,kurtosis,skewness,crest_factor,mean_abs,state
0.0,-0.010879292307692308,0.06568708854259955,0.06658192399082145,0.19881046153846152,3.057999280265658,-0.6369139383339484,2.985952487132517,0.05150366153846154,normal
0.005,0.02199327692307692,0.043841865783168364,0.04904909199123361,0.11494707692307692,2.6708211087318454,-0.18235534731112635,2.3435108022717532,0.04005241538461538,normal
0.01,0.017907892307692304,0.04037198201398483,0.04416547903783474,0.11494707692307692,2.8725521454330485,-0.24706509856162615,2.6026453109363197,0.03581056923076923,normal
0.015,0.017127323076923075,0.0544861252582504,0.05711464822126679,0.1502030769230769,3.003322235755043,-0.6210048846008853,2.6298520887527483,0.04763036923076923,normal
0.02,0.005338815384615387,0.07637855536427725,0.0765649180058659,0.184416,2.2700723994369865,-0.2640747088023332,2.4086227061050502,0.06563561538461539,normal
0.025,-0.0018340769230769216,0.07445817851512708,0.0744807638652444,0.184416,2.2889448604347793,-0.08380789639335784,2.4760218669837735,0.06291666153846154,normal
0.03,0.000561523076923077,0.07157950647919892,0.07158170894838707,0.17481969230769231,2.479318995110589,-0.33437824374479036,2.4422397128537887,0.058438384615384614,normal
0.035,0.024818276923076924,0.07149234282791343,0.07567761857018518,0.17481969230769231,3.1070289781793563,-0.7182669602526048,2.3100580542919764,0.06230993846153846,normal
0.04,0.012264846153846154,0.06866958583257766,0.06975627906930863,0.1718990769230769,2.549111805770297,-0.40557906142389283,2.464281054215649,0.05748918461538462,normal
0.045,-0.0014637846153846164,0.07847828683912075,0.07849193697828809,0.19755876923076923,2.747523258528052,-0.08364680553698299,2.516930742649613,0.06225430769230769,normal
0.05,0.009405076923076924,0.07454526928457672,0.07513622724517816,0.19755876923076923,2.9056964098356306,-0.20149160865150498,2.629341084509237,0.06024464615384615,normal
0.055,0.005484846153846154,0.060442009509580445,0.060690362092243065,0.12642092307692307,2.0304736696184627,-0.2537732368458472,2.083047764400818,0.05199912307692307,normal
0.06,0.010277784615384615,0.06891782566036472,0.06967997955189613,0.15270646153846154,2.3049491940973312,-0.4942027417420677,2.191539987820018,0.06005341538461538,normal
0.065,0.00740236923076923,0.06796795727156721,0.06836986387216391,0.15270646153846154,2.4962536296372857,-0.4675642093200474,2.233534672878505,0.05665646153846153,normal
0.07,0.013466123076923077,0.046699971154245234,0.048602713674548846,0.1218313846153846,3.3362300285156623,-0.3508009494252569,2.5066786482579153,0.03798886153846153,normal
0.075,-0.007607507692307693,0.042417762728165644,0.04309455613127346,0.10660246153846153,2.619097671881201,-0.16237481545785076,2.4736874238530735,0.03394172307692308,normal
0.08,0.007360646153846154,0.05314170121538569,0.053649040251130826,0.11473846153846154,2.2489552120840854,-0.09074115051114003,2.1386861908688677,0.044052615384615385,normal
0.085,0.019387323076923074,0.04679476622771261,0.05065193424140155,0.11473846153846154,2.8117383605244437,-0.17160219528817272,2.265233564262929,0.03968212307692308,normal
0.09,0.011642476923076923,0.06707398424507552,0.06807691702341563,0.14811692307692306,2.613415565320666,0.1305305662511183,2.175729007028579,0.05196783076923076,normal
0.095,0.01572786153846154,0.07938139447258152,0.08092447971401864,0.14978584615384616,2.1249210827741187,-0.31597633481581416,1.8509336937744758,0.0685458,normal
0.1,-0.008772276923076923,0.07511247958977588,0.07562299539518152,0.1543753846153846,1.8641484141146254,-0.1213415933289611,2.041381511121959,0.06479246153846155,normal
0.105,-0.00411146153846154,0.08319284667680589,0.08329438068785182,0.1710646153846154,1.9899702621402138,-0.10231772071772698,2.053735365722751,0.07090663076923077,normal
0.11,0.01697433846153846,0.07623925240016674,0.07810602904221413,0.1710646153846154,2.5320287394883403,-0.38433955221373256,2.1901589093994236,0.06492806153846153,normal
0.115,0.02661584615384615,0.061441006174538224,0.06695819969372573,0.14582215384615385,2.2217413181502406,-0.1090391254060761,2.1778087599899734,0.05570378461538462,normal
0.12,0.0036942307692307682,0.06459999977609138,0.06470554313231082,0.14415323076923076,2.389166652949298,-0.04293514537077495,2.2278343367656177,0.05252413846153846,normal
0.125,-0.0030336153846153855,0.07201208930572929,0.07207595874130365,0.16063384615384615,2.5758060441867694,-0.005141354551536141,2.2286744284650597,0.05684247692307693,normal
0.13,0.008501076923076922,0.07382491540288946,0.07431276097075022,0.16063384615384615,2.6199842936537805,-0.4025658647638886,2.161591684328244,0.06033156923076923,normal
0.135,0.018372061538461538,0.06041825170181528,0.06314980430592737,0.15416676923076922,3.008265795533044,-0.7449034666964843,2.4412865712760223,0.05359676923076922,normal
0.14,0.017933969230769228,0.05160276248487148,0.05463032444018831,0.12788123076923075,2.235009232783057,-0.12466538342972382,2.3408469944058408,0.0462848,normal
0.145,-0.002616384615384615,0.04997978585654676,0.050048221374209625,0.11140061538461538,2.2335604784528744,0.0924197935480767,2.2258656217106108,0.04217681538461539,normal
0.15,-0.0014881230769230762,0.05849198003116253,0.058510907002523795,0.15875630769230767,2.4654838615103687,-0.14114868368953593,2.713277161905214,0.04797458461538461,normal
0.155,0.02174293846153846,0.06910932353386653,0.07244897495652294,0.20423446153846153,3.312053570505724,0.2928674711817981,2.819011057934551,0.05493016923076923,normal
0.16,0.024594015384615385,0.070868848729575,0.07501506057448785,0.20423446153846153,3.2372490827359535,0.04644503911476053,2.7225794390402767,0.059366723076923075,normal
0.165,-0.002934523076923076,0.06670765609278041,0.06677217090286684,0.16021661538461537,2.2960464551123088,-0.4158483800810896,2.399451945596942,0.05593673846153845,normal
0.17,0.002301723076923077,0.05817282757414024,0.05821834588077448,0.16021661538461537,2.855049052641623,-0.3819871674825818,2.7519953197008284,0.046684646153846154,normal
0.175,-0.0024651384615384615,0.04837190541705677,0.04843467911849156,0.1353913846153846,3.0338090929817527,-0.05695391129964522,2.7953397664545365,0.03884418461538462,normal
0.18,0.01757063076923077,0.0615185184723214,0.06397855250517932,0.20444307692307692,3.406588220256297,0.404623083847949,3.19549394160686,0.04910979999999999,normal
0.185,0.027467692307692304,0.05283342899393153,0.05954700109969321,0.20444307692307692,3.8141822149749993,0.8330435900823382,3.4333060128552844,0.04373969230769232,normal
0.19,0.008400246153846155,0.047821762798796734,0.048553940443897915,0.11244369230769231,2.554109834169412,-0.0244322216011892,2.3158510159976897,0.0389484923076923,normal
0.195,-0.006637446153846154,0.06821237663824382,0.06853454616529418,0.19735015384615384,2.6766641543491705,-0.5031364072525139,2.8795719077234034,0.05521006153846154,normal
0.2,0.0009752769230769227,0.07408558716069283,0.07409200624913123,0.19735015384615384,2.5601630141009286,-0.46198114734629037,2.6635822653063586,0.06055930769230769,normal
0.205,0.0241594,0.057643148165527,0.06250127309737698,0.14457046153846154,2.6426100821464438,-0.3763841169408341,2.3130802681926297,0.05121681538461539,normal
0.21,0.006395799999999998,0.05176213570507435,0.05215577581045586,0.12621230769230768,2.8241155547122614,-0.18272256013796848,2.4199104649691634,0.04108506153846154,normal
0.215,0.014808215384615384,0.05276609196110968,0.054804595644210745,0.12621230769230768,2.7584176248207597,-0.4143177913816516,2.302951170585638,0.045220861538461526,normal
0.22,0.006696553846153846,0.051950574343628764,0.05238039717344015,0.12433476923076923,2.7249956008677603,-0.36107627232126727,2.373688935940601,0.04202904615384615,normal
0.225,0.0026946153846153843,0.057212831563904984,0.05727625203896262,0.17252492307692308,3.498882397928652,0.32460666280627276,3.0121545480937133,0.04356932307692308,normal
0.23,0.010695015384615385,0.061466619580059584,0.06239013284708507,0.17252492307692308,2.9200775591469186,-0.1051321694667275,2.765259748681295,0.0509091076923077,normal
0.235,0.015178507692307693,0.07063920953612798,0.07225153991199383,0.18379015384615385,2.894580818963328,-0.400892381334528,2.5437541410192765,0.05840361538461538,normal
0.24,0.012017984615384614,0.07747441140726102,0.0784009972967,0.18983999999999998,2.9305891277008094,-0.4339761595237697,2.421397769744832,0.06218650769230769,normal
0.245,0.00403323076923077,0.07188776544843517,0.0720008178537376,0.18983999999999998,2.6432234855907257,-0.45631434352796374,2.6366367169000884,0.05953535384615384,normal
0.25,0.010050046153846155,0.07151905515656516,0.0722217327276371,0.17502830769230768,2.483254887756969,-0.3427647990262918,2.423485301195627,0.06055930769230769,normal
0.255,0.0021974153846153846,0.058415678554751646,0.05845699389623636,0.17502830769230768,3.624473263269013,-0.15455544308174576,2.994138015427039,0.044619353846153835,normal
0.26,0.02032783076923077,0.05772835890020611,0.06120281141494638,0.1397723076923077,2.58636229134827,0.06942078020762207,2.2837563252555717,0.04757995384615385,normal
0.265,0.019057015384615388,0.06737225502394585,0.07001564526861881,0.16689230769230767,2.6088983733347435,-0.34783553397194644,2.38364307080248,0.05704587692307692,normal
0.27,0.0019696769230769227,0.06054036071273581,0.06057239389696817,0.16689230769230767,2.456561671387181,-0.23763101951976742,2.7552536222389774,0.05014244615384615,normal
0.275,-0.002341707692307692,0.05358385724430877,0.05363500118481098,0.11181784615384616,2.17181566778708,0.1595586742312665,2.08479246170898,0.04470453846153847,normal
0.28,0.015056815384615386,0.0565467040971752,0.05851698414802221,0.12725538461538463,2.2965010202550946,-0.03502269356279562,2.1746743525518086,0.048348353846153845,normal
0.285,0.028058769230769227,0.05376978745911887,0.06065051173852022,0.12725538461538463,2.38898962122462,-0.2039693733974545,2.098174952983331,0.05029021538461538,normal
0.29,0.019929723076923075,0.05435691880643374,0.05789532350762081,0.143736,2.56759589867548,0.0721766200487939,2.482687569421387,0.04576673846153846,normal
0.295,-0.0062741076923076905,0.07655533807436755,0.07681200566978696,0.18232984615384615,2.6802157454265,-0.3778530170685763,2.373715470178945,0.05971093846153847,normal
